COMPANY_NAME,GUID_FISCAL_PERIOD,GUIDANCE_LINE_ITEM,GUID_AMT
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.23,Free Cash Flow,"2,000.0"
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Fin. Act.,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.23,Free Cash Flow,"2,000.0"
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Cash Flow from Continuing Operations,T
PINNACLE WEST CAPITAL CORP - PNW.N,Q1-Mar.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q2-Jun.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q3-Sep.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q4-Dec.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,FY-Dec.21,Cash Flow from Invest. Act.,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Fin. Act.,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.23,Free Cash Flow,"2,000.0"
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Fin. Act.,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.23,Free Cash Flow,"2,000.0"
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Cash Flow from Continuing Operations,T
PINNACLE WEST CAPITAL CORP - PNW.N,Q1-Mar.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q2-Jun.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q3-Sep.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q4-Dec.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,FY-Dec.21,Cash Flow from Invest. Act.,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Fin. Act.,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.23,Free Cash Flow,"2,000.0"
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Fin. Act.,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.23,Free Cash Flow,"2,000.0"
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.24,Free Cash Flow,500.0
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.24,Free Cash Flow,T
PINNACLE WEST CAPITAL CORP - PNW.N,Q1-Mar.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q2-Jun.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q3-Sep.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q4-Dec.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,FY-Dec.21,Cash Flow from Invest. Act.,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Fin. Act.,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q3-Sep.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q4-Dec.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,FY-Dec.19,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.23,Free Cash Flow,"2,000.0"
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Fin. Act.,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.23,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.23,Free Cash Flow,"2,000.0"
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.24,Free Cash Flow,500.0
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.24,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.24,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.21,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.21,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.21,Cash Flow from Continuing Operations,T
PINNACLE WEST CAPITAL CORP - PNW.N,Q1-Mar.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q2-Jun.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q3-Sep.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,Q4-Dec.21,Cash Flow from Invest. Act.,-
PINNACLE WEST CAPITAL CORP - PNW.N,FY-Dec.21,Cash Flow from Invest. Act.,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Free Cash Flow,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Continuing Operations,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Continuing Operations,T
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q1-Mar.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q2-Jun.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q3-Sep.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,Q4-Dec.20,Cash Flow from Fin. Act.,-
AMERICAN AIRLINES GROUP INC - AAL.OQ,FY-Dec.20,Cash Flow from Fin. Act.,T
AMERICAN AIRLINES GROUP INC - AAL,Q1-Mar.19,Free Cash Flow,-
AMERICAN AIRLINES GROUP INC - AAL,Q2-Jun.19,Free Cash Flow,-
